Fitts Law Experiment
Subject T: BcaD
FOV: 87.95473
Width: 1920
Height: 1080
XRHieght: 1600
XRWidth: 1344
Target# Filter? Time Touch Pos Touch Rot Head Pos Head Rot xfilter yfilter zfilter
6 0 75.02115 (0.9152, 29.4825, -4.9171) (-0.2669, -0.0211, 0.2931, 0.9178) (0.4231, 29.9407, -4.8247) (-0.0476, 0.0251, -0.0041, -0.9985) -19.5309 47.76084 85.6589
7 0 75.64341 (1.0181, 29.3760, -4.8845) (-0.0427, 0.0884, 0.3503, 0.9315) (0.4224, 29.9387, -4.8121) (-0.0621, 0.0039, -0.0056, -0.9980) 13.47843 14.14873 98.07214
8 0 76.39894 (0.9042, 29.4411, -4.9404) (-0.2076, -0.0975, 0.3134, 0.9215) (0.4182, 29.9408, -4.8281) (-0.0462, 0.0316, -0.0119, -0.9984) -30.98106 32.15214 89.47857
9 0 77.09894 (1.0501, 29.4489, -4.9131) (-0.1148, 0.1560, 0.3393, 0.9205) (0.4245, 29.9418, -4.8327) (-0.0418, 0.0015, -0.0024, -0.9991) 20.93635 31.71473 92.49781
10 0 77.77694 (0.9168, 29.3999, -4.9562) (-0.1060, -0.0925, 0.3345, 0.9318) (0.4207, 29.9416, -4.8336) (-0.0429, 0.0173, -0.0054, -0.9989) -24.33599 13.57223 96.03934
11 0 78.5104 (1.0101, 29.5003, -4.9089) (-0.2115, 0.1508, 0.3143, 0.9131) (0.4221, 29.9420, -4.8302) (-0.0410, 0.0026, -0.0001, -0.9992) 14.25131 48.09572 86.50838
12 0 79.27721 (0.9529, 29.3548, -4.9297) (-0.0238, -0.0160, 0.3307, 0.9433) (0.4227, 29.9394, -4.8245) (-0.0557, 0.0070, 0.0006, -0.9984) -4.581785 3.427586 99.83616
13 0 79.91068 (0.9580, 29.5258, -4.9116) (-0.2726, 0.0693, 0.2948, 0.9132) (0.4199, 29.9415, -4.8314) (-0.0401, 0.0130, -0.0049, -0.9991) -3.408648 53.87554 84.17724
14 0 80.58836 (1.0263, 29.3864, -4.9042) (-0.0514, 0.0934, 0.3771, 0.9200) (0.4275, 29.9408, -4.8253) (-0.0441, -0.0234, 0.0159, -0.9986) 13.30683 16.49637 97.72819
15 0 81.32151 (0.9346, 29.4980, -4.9136) (-0.2779, -0.0093, 0.3230, 0.9046) (0.4227, 29.9418, -4.8301) (-0.0370, 0.0102, 0.0095, -0.9992) -19.64325 49.67172 84.53912
0 0 81.98843 (1.0499, 29.4608, -4.8887) (-0.1212, 0.1507, 0.3593, 0.9129) (0.4284, 29.9419, -4.8176) (-0.0369, -0.0251, 0.0154, -0.9989) 18.80986 32.97087 92.51546
